"","ID","State","StateName","JobCode","JobName","TotalEmployment","AverageHourlySalary","AverageYearlySalary"
"11965","20","KS","Kansas","29-2041","Emergency medical technicians and paramedics",2340,12.64,26290
"11966","09","CT","Connecticut","43-9051","Mail clerks and mail machine operators, except postal service",2340,12.88,26790
"11967","41","OR","Oregon","51-3011","Bakers",2340,13.09,27230
"11968","45","SC","South Carolina","51-2031","Engine and other machine assemblers",2340,13.19,27440
"11969","35","NM","New Mexico","21-1093","Social and human service assistants",2340,13.2,27470
"11970","17","IL","Illinois","51-9041","Extruding, forming, pressing, and compacting machine setters, operators, and tenders",2340,15.78,32820
"11971","10","DE","Delaware","35-1012","First-line supervisors/managers of food preparation and serving workers",2340,16.24,33780
"11972","33","NH","New Hampshire","51-4041","Machinists",2340,18.46,38390
"11973","48","TX","Texas","27-3022","Reporters and correspondents",2340,20.48,42600
"11974","27","MN","Minnesota","17-3011","Architectural and civil drafters",2340,22.93,47700
"11975","39","OH","Ohio","29-1031","Dietitians and nutritionists",2340,23.64,49160
"11976","06","CA","California","19-3022","Survey researchers",2340,25.64,53340
"11977","34","NJ","New Jersey","49-3011","Aircraft mechanics and service technicians",2340,28.31,58890
"11978","37","NC","North Carolina","29-1122","Occupational therapists",2340,30.51,63460
"11979","04","AZ","Arizona","13-2052","Personal financial advisors",2340,33.43,69540
"11980","37","NC","North Carolina","11-9141","Property, real estate, and community association managers",2340,36.59,76120
"11981","09","CT","Connecticut","11-9021","Construction managers",2340,47.05,97860
"11982","12","FL","Florida","39-9032","Recreation workers",23430,11.08,23050
"11983","42","PA","Pennsylvania","51-9061","Inspectors, testers, sorters, samplers, and weighers",23440,16.29,33890
"11984","42","PA","Pennsylvania","43-3021","Billing and posting clerks and machine operators",23450,14.45,30060
"11985","40","OK","Oklahoma","53-3032","Truck drivers, heavy and tractor-trailer",23460,16.21,33720
"11986","48","TX","Texas","51-9111","Packaging and filling machine operators and tenders",23470,11.27,23440
"11987","54","WV","West Virginia","41-2011","Cashiers",23480,7.39,15370
"11988","42","PA","Pennsylvania","49-0000","Installation, maintenance, and repair occupations",234910,18.78,39060
"11989","04","AZ","Arizona","47-3013","Helpers--electricians",2350,10.49,21810
"11990","22","LA","Louisiana","29-2071","Medical records and health information technicians",2350,11.98,24910
"11991","40","OK","Oklahoma","43-4151","Order clerks",2350,12.39,25770
"11992","09","CT","Connecticut","43-4071","File clerks",2350,12.56,26120
"11993","42","PA","Pennsylvania","47-3013","Helpers--electricians",2350,13.01,27060
"11994","27","MN","Minnesota","43-9071","Office machine operators, except computer",2350,13.04,27120
"11995","09","CT","Connecticut","51-9111","Packaging and filling machine operators and tenders",2350,13.43,27930
"11996","34","NJ","New Jersey","43-9071","Office machine operators, except computer",2350,13.65,28380
"11997","45","SC","South Carolina","51-4021","Extruding and drawing machine setters, operators, and tenders, metal and plastic",2350,14.34,29820
"11998","20","KS","Kansas","37-1011","First-line supervisors/managers of housekeeping and janitorial workers",2350,14.89,30970
"11999","37","NC","North Carolina","51-4034","Lathe and turning machine tool setters, operators, and tenders, metal and plastic",2350,15.79,32850
"12000","53","WA","Washington","43-4181","Reservation and transportation ticket agents and travel clerks",2350,16.27,33830
"12001","22","LA","Louisiana","53-7073","Wellhead pumpers",2350,17.35,36100
"12002","16","ID","Idaho","47-2073","Operating engineers and other construction equipment operators",2350,17.41,36210
"12003","27","MN","Minnesota","51-4033","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",2350,17.45,36300
"12004","42","PA","Pennsylvania","47-2081","Drywall and ceiling tile installers",2350,19.3,40140
"12005","15","HI","Hawaii","13-1041","Compliance officers, except agriculture, construction, health and safety, and transportation",2350,21.12,43930
"12006","01","AL","Alabama","29-2011","Medical and clinical laboratory technologists",2350,22.65,47110
"12007","34","NJ","New Jersey","51-8031","Water and liquid waste treatment plant and system operators",2350,24.1,50120
"12008","11","DC","District of Columbia","13-1023","Purchasing agents, except wholesale, retail, and farm products",2350,37.13,77230
"12009","26","MI","Michigan","29-1071","Physician assistants",2350,38.1,79240
"12010","51","VA","Virginia","29-1021","Dentists, general",2350,77.68,161580
"12011","51","VA","Virginia","53-6031","Service station attendants",2350,9.74,20260
"12012","05","AR","Arkansas","33-0000","Protective service occupations",23510,14.45,30070
"12013","41","OR","Oregon","27-0000","Arts, design, entertainment, sports, and media occupations",23510,21.67,45070
"12014","12","FL","Florida","49-1011","First-line supervisors/managers of mechanics, installers, and repairers",23530,26.58,55290
"12015","22","LA","Louisiana","43-4051","Customer service representatives",23540,12.12,25210
"12016","06","CA","California","53-1021","First-line supervisors/managers of helpers, laborers, and material movers, hand",23560,21.1,43880
"12017","36","NY","New York","43-5052","Postal service mail carriers",23570,21.1,43890
"12018","17","IL","Illinois","13-1111","Management analysts",23590,40.94,85150
"12019","34","NJ","New Jersey","15-1031","Computer software engineers, applications",23590,43.07,89590
"12020","09","CT","Connecticut","51-6011","Laundry and dry-cleaning workers",2360,11.37,23650
"12021","26","MI","Michigan","51-6031","Sewing machine operators",2360,11.45,23820
"12022","28","MS","Mississippi","51-7041","Sawing machine setters, operators, and tenders, wood",2360,11.89,24740
"12023","15","HI","Hawaii","43-9199","Office and administrative support workers, all other",2360,13.03,27100
"12024","48","TX","Texas","49-9031","Home appliance repairers",2360,13.39,27840
"12025","31","NE","Nebraska","43-3011","Bill and account collectors",2360,13.5,28080
"12026","40","OK","Oklahoma","43-4131","Loan interviewers and clerks",2360,13.95,29010
"12027","09","CT","Connecticut","43-9199","Office and administrative support workers, all other",2360,14.06,29250
"12028","47","TN","Tennessee","49-9099","Installation, maintenance, and repair workers, all other",2360,14.24,29610
"12029","28","MS","Mississippi","49-3031","Bus and truck mechanics and diesel engine specialists",2360,15.15,31510
"12030","26","MI","Michigan","31-1013","Psychiatric aides",2360,16.07,33430
"12031","53","WA","Washington","21-1023","Mental health and substance abuse social workers",2360,18.21,37870
"12032","26","MI","Michigan","17-3022","Civil engineering technicians",2360,20.85,43370
"12033","34","NJ","New Jersey","25-1194","Vocational education teachers, postsecondary",2360,24.05,50020
"12034","33","NH","New Hampshire","47-1011","First-line supervisors/managers of construction trades and extraction workers",2360,25.55,53140
"12035","15","HI","Hawaii","49-1011","First-line supervisors/managers of mechanics, installers, and repairers",2360,29.69,61760
"12036","51","VA","Virginia","29-1127","Speech-language pathologists",2360,33.1,68860
"12037","06","CA","California","19-3099","Social scientists and related workers, all other",2360,33.6,69900
"12038","26","MI","Michigan","11-3061","Purchasing managers",2360,42.19,87760
"12039","72","PR","Puerto Rico","31-9091","Dental assistants",2360,7.29,15150
"12040","20","KS","Kansas","39-3091","Amusement and recreation attendants",2360,7.88,16390
"12041","26","MI","Michigan","35-1012","First-line supervisors/managers of food preparation and serving workers",23600,14.86,30910
"12042","27","MN","Minnesota","13-2011","Accountants and auditors",23600,28.73,59750
"12043","26","MI","Michigan","17-2141","Mechanical engineers",23600,37.02,77010
"12044","19","IA","Iowa","43-0000","Office and administrative support occupations",236050,13.54,28170
"12045","02","AK","Alaska","11-0000","Management occupations",23620,36.02,74910
"12046","15","HI","Hawaii","13-0000","Business and financial operations occupations",23670,26.72,55570
"12047","06","CA","California","51-9192","Cleaning, washing, and metal pickling equipment operators and tenders",2370,11.92,24780
"12048","04","AZ","Arizona","47-3015","Helpers--pipelayers, plumbers, pipefitters, and steamfitters",2370,12.03,25020
"12049","16","ID","Idaho","43-5071","Shipping, receiving, and traffic clerks",2370,12.3,25590
"12050","26","MI","Michigan","43-4141","New accounts clerks",2370,14.54,30250
"12051","55","WI","Wisconsin","51-3021","Butchers and meat cutters",2370,14.91,31020
"12052","26","MI","Michigan","53-3099","Motor vehicle operators, all other",2370,15.06,31330
"12053","41","OR","Oregon","49-9099","Installation, maintenance, and repair workers, all other",2370,16.47,34260
"12054","09","CT","Connecticut","41-2022","Parts salespersons",2370,16.49,34310
"12055","09","CT","Connecticut","43-5032","Dispatchers, except police, fire, and ambulance",2370,18.02,37480
"12056","45","SC","South Carolina","37-1012","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",2370,18.38,38240
"12057","09","CT","Connecticut","43-3051","Payroll and timekeeping clerks",2370,19.48,40510
"12058","12","FL","Florida","21-1029","Social workers, all other",2370,19.53,40620
"12059","39","OH","Ohio","35-1011","Chefs and head cooks",2370,20.14,41890
"12060","19","IA","Iowa","29-2034","Radiologic technologists and technicians",2370,20.7,43060
"12061","26","MI","Michigan","29-2031","Cardiovascular technologists and technicians",2370,22.36,46500
"12062","13","GA","Georgia","33-1021","First-line supervisors/managers of fire fighting and prevention workers",2370,27.34,56860
"12063","04","AZ","Arizona","17-2199","Engineers, all other",2370,37.75,78510
"12064","51","VA","Virginia","11-3051","Industrial production managers",2370,44.69,92960
"12065","11","DC","District of Columbia","19-3094","Political scientists",2370,46.23,96160
"12066","53","WA","Washington","11-3051","Industrial production managers",2370,47.67,99160
"12067","30","MT","Montana","35-2021","Food preparation workers",2370,8.86,18430
"12068","46","SD","South Dakota","29-0000","Healthcare practitioners and technical occupations",23700,26.69,55520
"12069","28","MS","Mississippi","53-7062","Laborers and freight, stock, and material movers, hand",23700,9.99,20770
"12070","35","NM","New Mexico","13-0000","Business and financial operations occupations",23710,27.15,56470
"12071","26","MI","Michigan","29-0000","Healthcare practitioners and technical occupations",237140,31.37,65250
"12072","12","FL","Florida","41-2011","Cashiers",237170,8.49,17660
"12073","35","NM","New Mexico","39-0000","Personal care and service occupations",23720,9.37,19490
"12074","06","CA","California","35-2012","Cooks, institution and cafeteria",23730,13.37,27810
"12075","16","ID","Idaho","41-2031","Retail salespersons",23750,11.06,23000
"12076","25","MA","Massachusetts","15-1032","Computer software engineers, systems software",23750,46.43,96580
"12077","55","WI","Wisconsin","35-0000","Food preparation and serving related occupations",237530,9.14,19000
"12078","48","TX","Texas","31-0000","Healthcare support occupations",237740,10.97,22810
"12079","06","CA","California","35-3031","Waiters and waitresses",237990,9.28,19290
"12080","13","GA","Georgia","43-4121","Library assistants, clerical",2380,10.01,20810
"12081","15","HI","Hawaii","41-2021","Counter and rental clerks",2380,10.73,22320
"12082","16","ID","Idaho","33-9032","Security guards",2380,11.31,23520
"12083","42","PA","Pennsylvania","51-7041","Sawing machine setters, operators, and tenders, wood",2380,12.13,25240
"12084","51","VA","Virginia","41-9011","Demonstrators and product promoters",2380,12.47,25940
"12085","45","SC","South Carolina","51-2022","Electrical and electronic equipment assemblers",2380,14.87,30940
"12086","24","MD","Maryland","41-9011","Demonstrators and product promoters",2380,15.79,32840
"12087","39","OH","Ohio","53-7021","Crane and tower operators",2380,17.91,37250
"12088","45","SC","South Carolina","49-3042","Mobile heavy equipment mechanics, except engines",2380,19.12,39780
"12089","41","OR","Oregon","23-2011","Paralegals and legal assistants",2380,20.93,43530
"12090","54","WV","West Virginia","47-5041","Continuous mining machine operators",2380,21.35,44410
"12091","28","MS","Mississippi","53-1031","First-line supervisors/managers of transportation and material-moving machine and vehicle operators",2380,22.58,46970
"12092","39","OH","Ohio","31-2011","Occupational therapist assistants",2380,22.92,47670
"12093","50","VT","Vermont","41-4012","Sales representatives, wholesale and manufacturing, except technical and scientific products",2380,25.63,53300
"12094","26","MI","Michigan","21-1092","Probation officers and correctional treatment specialists",2380,25.7,53450
"12095","47","TN","Tennessee","49-3011","Aircraft mechanics and service technicians",2380,29.31,60960
"12096","19","IA","Iowa","17-2112","Industrial engineers",2380,30.13,62670
"12097","15","HI","Hawaii","47-1011","First-line supervisors/managers of construction trades and extraction workers",2380,37.48,77950
